BP;Site;Wilaya;Code CNRC;Désignation CNRC;Code ONS;Désignation ONS;Andi;Ansej;Angem;Cnac;Opérations Intragroupe;Exportation ;Opérations de production de biens sans réfaction / Autres ; Activité de production de biens _Base Imposable (10%); Activité de production de biens  _Montant a payer (10%); Activité de production de biens  _Base Imposable(19%); Activité de production de biens  _Montant a payer (19%); Activités de bâtiment,de travaux publics et d´hydraulique ainsi que les activités touristiques et thermales à la l'exclusion des _Base Imposable (23%); Activités de bâtiment,de travaux publics et d´hydraulique ainsi que les activités touristiques et thermales à la l'exclusion des _Montant a payer(23%);Les activités de commerce et des services _Base Imposable(26%); Les activités de commerce et des services_Montant a payer(26%); Minimun d´imposition;Chiffre dàffaires net des Rabais, remises, ristounes;Solde clients;Provisions clients;Provisions Stocks;Stocks;Capitaux propres;Résultat net comptable de l’exercise;Dividendes distribués;Chiffre d’affaire (C.A);Résultat opérationnel;Sous-traitance générale;Consommations de l’exercice;Autres consommations;Autres services;Eléments extraordinaires (Charges);Résultat ordinaire;Produits financiers;Immobilisations financières;Perte Comptable;Résultat fiscal;Charges de personnel;Rémunérations dirigeants;Montant exonéré;Total ERA
2000045728;Direction des Grandes entreprises;DIW Alger centre;/;/;/;/;-;-;-;-;-;-;-;0;0;0;0;0;0;37 462 480,00;9 740 244,80;0;1 704 860 857,00;398 870 532,00;37 380 556,00;7 001 252,00;157 320 133,00;1 743 786 554,00;77 704 016,00;41 630 299,00;1 704 860 857,00;-259 573,00;336 724 720,00;177 219 184,00;12 242 171,00;196 246 327,00;0;74 210 880,00;80 114 111,00;558 215 123,00;74 210 880,00;37 462 480,00;720 889 955,00;18 018 000,00;0;8 158 709 314,00
2000022338;Direction des Grandes entreprises;DIW Constantine;/;/;/;/;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1 374 586 910,00;130 135 542,00;0;0;1 118 561 584,00;2 729 017 731,00;-6 897 916,00;0;1 374 586 910,00;52 690 957,00;38 491 600,00;669 964 370,00;48 955 658,00;55 722 359,00;0;-6 764 431,00;1 674 113,00;100 622 850,00;6 897 916,00;-8 521 014,00;519 924 742,00;12 566 495,00;-;8 212 216 376,00
2000045157;Direction des Grandes entreprises;DIW Biskra;/;/;/;/;-;-;-;-;-;-;-;0;0;0;0;0;0;69 868 592,00;18 165 833,92;0;367 729 429,00;3 101 086 250,00;0;0;27 522 511,00;3 756 443 473,00;51 702 758,00;0;367 729 429,00;69 939 183,00;0;250 495 799,00;2 582 196,00;2 854 580,00;0;18 165 834,00;0;130 800 910,00;0;69 868 592,00;29 862 832,00;0;0;8 246 783 776,00
2000045708;Direction des Grandes entreprises;DIW Alger est;/;/;/;/;-;-;-;-;-;-;-;0;0;0;0;43 478,00;9 999,94;0;0;10 000,00;726 464 295,00;2 486 012 190,00;89 148 300,00;19 856 030,00;276 942 701,00;6 295 612 291,00;-570 161 581,00;0;726 464 295,00;-657 734 465,00;70 751 806,00;320 065 766,00;1 675 720,00;37 907 454,00;0;-945 440 906,00;0;544 192 753,00;570 161 581,00;-2 317 436 264,00;605 499 262,00;31 686,00;0;8 280 012 914,00
2000046428;Direction des Grandes entreprises;DIW Alger ouest;/;/;/;/;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;2 885 331 303,00;881 452 472,00;0;0;1 202 404 305,00;-1 299 791 439,00;-67 324 138,00;0;2 885 331 303,00;-67 324 138,00;201 862 368,00;2 536 849 062,00;9 444 011,00;158 292 422,00;0;-67 324 138,00;0;0;67 324 138,00;-1 292 639 434,00;260 545 289,00;0;0;8 294 433 386,00
2000046206;Direction des Grandes entreprises;DIW Alger centre;/;/;/;/;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;0;770 551 194,00;34 841 980,00;0;0;37 236 986,00;12 337 886,00;0;113 934 609,00;-47 828 643,00;4 917 500,00;46 840 305,00;9 165 815,00;18 668 020,00;0;12 347 886,00;68 356 887,00;7 297 664 189,00;0;-90 089 577,00;49 057 884,00;0;0;8 338 002 921,00
2000045349;Direction des Grandes entreprises;DIW Bordj Bou Arréridj;/;/;/;/;X;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;1 179 848 846,00;2 274 816 265,00;42 603 582,00;0;139 549 682,00;1 375 547 576,00;341 958 278,00;0;1 179 848 846,00;401 590 787,00;0;393 610 328,00;99 987 387,00;11 657 066,00;0;342 375 725,00;8 042,00;1 129 568,00;0;269 584 232,00;358 061 152,00;0;-;8 412 177 362,00
2000045593;Direction des Grandes entreprises;DIW Alger centre;/;/;/;/;X;-;-;-;-;-;X;0;0;0;0;0;0;0;0;10 000,00;2 225 309 451,00;518 390 334,00;0;211 320 852,00;878 268 562,00;425 394 815,00;3 541 137,00;0;2 225 309 451,00;124 513 013,00;96 394 003,00;1 731 539 036,00;10 228 449,00;46 160 477,00;0;83 746 840,00;7 546 633,00;175 430 068,00;0;-578 153 199,00;326 489 114,00;0;0;8 511 429 036,00
2000046252;Direction des Grandes entreprises;DIW Alger ouest;/;/;/;/;-;-;-;-;-;-;-;0;0;0;0;-1 461 736 749,00;-336 199 452,00;0;0;10 000,00;3 175 377,00;3 430 518 173,00;0;0;1 060 025 543,00;5 153 928 348,00;-43 785 787,00;0;148 848 611,00;-178 245 528,00;4 050 568,00;103 304 328,00;454 617,00;8 828 844,00;0;-7 804 602,00;171 740 530,00;177 979 628,00;43 785 787,00;-1 461 736 749,00;40 568 354,00;0;0;8 655 636 042,00
2000045691;Direction des Grandes entreprises;DIW Alger centre;/;/;/;/;-;-;-;-;-;-;-;0;0;0;0;0;0;66 139 687,00;17 196 318,62;0;1 903 046 370,00;962 030 780,00;27 788 953,00;59 905 828,00;484 792 153,00;1 337 923 339,00;18 608 139,00;25 517 810,00;1 903 595 330,00;113 452 477,00;0;1 603 586 533,00;3 018 801,00;22 774 674,00;0;35 804 458,00;14 048 381,00;6 460 834,00;0;48 943 368,00;84 733 904,00;0;0;8 656 032 132,00
2000044804;Direction des Grandes entreprises;DIW Ouargla;/;/;/;/;-;-;-;-;-;-;-;0;0;0;0;0;0;45 895 243,00;11 932 763,18;0;2 060 642 092,00;1 478 183 109,00;0;0;470 825 720,00;470 010 091,00;27 952 866,00;0;2 060 642 092,00;39 916 547,00;0;1 724 692 356,00;14 126 158,00;4 087 410,00;0;39 885 629,00;0;51 704 088,00;0;45 895 243,00;181 565 855,00;0;0;8 670 129 256,00
2000045216;Direction des Grandes entreprises;DIW Sétif;/;/;/;/;-;-;-;-;-;-;X;0;0;21 858 501,00;4 153 115,19;0;0;0;0;0;1 420 763 345,00;177 746 876,00;0;0;1 515 161 454,00;2 735 333 649,00;17 726 905,00;0;1 420 763 345,00;9 361 981,00;0;854 917 569,00;82 309 304,00;19 830 634,00;0;21 880 020,00;31 354 165,00;178 727 738,00;0;28 179 065,00;208 214 586,00;0;6 320 564,00;8 722 270 636,00
2000045391;Direction des Grandes entreprises;DIW Sidi Bel Abbes;/;/;/;/;-;-;-;-;X;-;X;-;-;-;-;-;-;-;-;-;1 031 299 215,00;530 703 800,00;0;0;3 909 973 567,00;700 591 450,00;17 258 632,00;0;1 031 299 215,00;192 660 364,00;0;1 118 516 826,00;32 696 656,00;15 263 308,00;0;17 764 933,00;11 255 853,00;19 800 000,00;0;17 764 933,00;175 943 508,00;0;-;8 822 792 260,00
2000044891;Direction des Grandes entreprises;DIW Alger centre;/;/;/;/;-;-;-;-;X;-;X;-;-;-;-;-;-;-;-;-;1 555 637 116,00;914 945 243,00;172 236 097,00;13 257 092,00;688 086 728,00;506 115 964,00;209 687 193,00;0;1 725 700 367,00;484 016 076,00;0;1 447 354 986,00;25 762 484,00;38 346 969,00;0;429 905 183,00;23 701 875,00;0;0;535 453 805,00;81 923 450,00;11 999 999,00;-;8 864 130 627,00
2000044904;Direction des Grandes entreprises;DIW Skikda;/;/;/;/;-;-;-;-;-;-;-;0;0;0;0;0;0;197 843 773,00;51 439 381,00;0;0;607 610 739,00;9 561 807,00;0;27 169 014,00;3 004 907 074,00;139 826 056,00;0;2 410 442 937,00;262 676 401,00;100 652 029,00;1 372 401 711,00;0;9 915 588,00;0;191 265 437,00;845 552,00;204 455 433,00;0;197 843 773,00;357 836 963,00;0;0;8 897 410 514,00
2000045325;Direction des Grandes entreprises;DIW Bordj Bou Arréridj;/;/;/;/;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;204 320 716,00;131 096 204,00;0;0;7 042 102 604,00;528 053 134,00;10 560 025,00;0;204 320 717,00;70 776 516,00;0;356 480 016,00;335 668 083,00;2 440 387,00;0;15 731 675,00;0;0;0;19 890 965,00;29 797 918,00;100 625,00;-;8 951 339 585,00
2000044533;Direction des Grandes entreprises;DIW Oran Est;/;/;/;/;-;-;-;-;-;X;X;-;-;-;-;-;-;-;-;-;977 400 952,00;293 343 116,00;140 385 775,00;0;267 344 044,00;6 716 762 290,00;-549 143 037,00;0;965 698 914,00;-473 131 022,00;0;538 979 224,00;92 987 895,00;16 994 960,00;0;-517 408 901,00;1 156 872,00;30 958 424,00;549 143 037,00;-419 974 896,00;352 755 539,00;0;-;8 984 253 186,00
2000045515;Direction des Grandes entreprises;DIW Alger est;/;/;/;/;X;-;-;-;X;-;X;-;-;-;-;-;-;-;-;-;1 036 357 084,00;1 743 012 143,00;88 500 567,00;1 719 982,00;1 115 358 113,00;5 194 452 150,00;-1 001 661 408,00;31 500 000,00;1 036 357 084,00;-785 762 908,00;31 789 441,00;541 388 288,00;0;93 568 118,00;0;-1 002 816 434,00;0;83 181 749,00;1 001 661 408,00;-921 712 242,00;675 513 954,00;44 656 983,00;-;9 007 064 072,00
2000045807;Direction des Grandes entreprises;DIW Bordj Bou Arréridj;/;/;/;/;X;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;3 300 600,00;3 054 120 045,00;12 338 026,00;0;2 582 201 738,00;52 646 876,00;-553 355 629,00;0;1 125 214 466,00;-338 222 262,00;0;427 736 102,00;848 769 048,00;101 391 799,00;0;-553 355 629,00;0;2 038 757 590,00;553 355 629,00;-642 293 364,00;298 535 999,00;0;-;9 011 141 034,00
2000045444;Direction des Grandes entreprises;DIW Sétif;/;/;/;/;-;-;-;-;-;-;X;0;0;0;0;0;0;0;0;10 000,00;2 278 510 913,00;544 173 037,00;13 919 371,00;0;555 391 896,00;1 073 388 500,00;4 328 735,00;0;2 278 510 913,00;89 514 884,00;0;2 200 402 162,00;9 430 591,00;9 327 810,00;0;4 338 735,00;2 161 709,00;0;0;-117 615 656,00;104 333 188,00;11 083 500,00;0;9 061 200 288,00
2000094667;Direction des Grandes entreprises;DIW Alger ouest;/;/;/;/;-;-;-;-;-;-;-;0;0;0;0;49 237 655,00;11 324 660,65;0;0;0;2 387 357 429,00;2 182 569 964,00;0;0;44 069 226,00;210 730 961,00;27 421 454,00;0;2 005 607 687,00;40 467 737,00;468 613 320,00;1 292 763 964,00;21 595 183,00;93 442 003,00;0;40 467 737,00;0;2 236 795,00;0;49 237 655,00;244 946 178,00;0;0;9 111 527 293,00
2000045132;Direction des Grandes entreprises;DIW Jijel;/;/;/;/;-;-;-;-;-;X;-;0;0;0;0;0;0;0;0;10 000,00;2 495 207 470,00;146 498 635,00;0;0;647 120 029,00;1 087 012 335,00;-28 880 960,00;0;2 495 207 470,00;-28 505 875,00;0;2 396 676 579,00;0;2 977 968,00;0;-28 880 960,00;0;19 885,00;28 880 960,00;-85 409 352,00;14 370 165,00;0;0;9 142 294 349,00
2000044855;Direction des Grandes entreprises;DIW Mostaganem;/;/;/;/;-;-;-;-;-;-;-;0;0;0;0;0;0;101 285 278,00;26 334 172,28;0;3 261 876 374,00;0;0;0;543 500 852,00;82 985 367,00;74 876 321,00;30 663 874,00;3 261 876 374,00;101 210 493,00;565 424 238,00;981 261 832,00;7 643 394,00;16 157 211,00;0;101 210 493,00;0;0;0;101 285 278,00;23 066 635,00;648 000,00;0;9 153 686 736,00
2000045138;Direction des Grandes entreprises;DIW Sidi Bel Abbes;/;/;/;/;-;-;-;-;-;-;X;18 725 833,00;1 872 583,00;164 782 032,00;31 308 586,08;0;0;16 622 331,00;4 321 806,06;0;1 563 718 910,00;1 437 013 472,00;51 887 487,00;0;444 312 873,00;2 027 803 159,00;162 074 070,00;0;1 563 718 910,00;184 850 926,00;4 114 120,00;1 152 186 735,00;5 474 899,00;10 533 417,00;0;199 577 046,00;22 456 120,00;13 301 283,00;0;200 130 197,00;122 863 960,00;22 234 913,00;1;9 188 252 497,00
2000046433;Direction des Grandes entreprises;DIW Alger centre;/;/;/;/;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;668 427 877,00;1 538 880 769,00;0;0;227 988 110,00;5 005 514 154,00;138 666 780,00;0;668 427 877,00;139 053 645,00;103 080 817,00;276 387 451,00;3 387 280,00;64 827 858,00;0;139 053 645,00;0;3 078 916,00;138 666 780,00;-23 735 118,00;121 425 986,00;0;0;9 213 132 827,00
2000044655;Direction des Grandes entreprises;DIW Guelma;/;/;/;/;-;-;-;-;-;-;X;0;0;0;0;0;0;0;0;10 000,00;0;34 384 512,00;0;5 055 626,00;812 231 913,00;2 258 297 095,00;-469 320 818,00;0;3 405 233 235,00;-438 986 914,00;0;2 281 157 323,00;42 260 345,00;47 136 728,00;0;-474 309 132,00;14 334 976,00;854 097 909,00;469 320 818,00;-403 466 120,00;804 201 990,00;0;0;9 241 629 486,00
2000045426;Direction des Grandes entreprises;DIW Tizi Ouzou;/;/;/;/;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;2 724 375 542,00;139 854 750,00;4 887 066,00;3 920 600,00;342 787 063,00;544 041 984,00;26 923 524,00;10 000 000,00;2 726 703 266,00;48 400 038,00;0;2 333 202 304,00;23 503 024,00;10 521 309,00;0;34 952 869,00;3 377 589,00;16 674 341,00;0;43 238 412,00;236 652 671,00;6 614 241,00;-;9 280 630 593,00
2000044630;Direction des Grandes entreprises;DIW Alger centre;/;/;/;/;-;-;-;-;-;X;-;0;0;0;0;0;0;0;0;10 000,00;1 976 713 644,00;1 030 708 812,00;122 631 320,00;66 456 873,00;887 353 930,00;3 509 395 374,00;37 920 150,00;0;1 271 792 733,00;82 511 151,00;0;387 087 710,00;61 932 880,00;84 169 408,00;0;60 489 149,00;7 488 619,00;178 214 561,00;0;-1 119 632 559,00;632 126 481,00;32 202 720,00;0;9 309 562 956,00
2000045413;Direction des Grandes entreprises;DIW Batna;/;/;/;/;X;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;0;2 575 376 142,00;95 757 227,00;928 762,00;178 133 477,00;1 775 057 268,00;27 296 060,00;0;2 348 639 746,00;69 824 329,00;204 116 536,00;1 415 308 302,00;0;28 528 704,00;0;30 646 513,00;0;139 323 989,00;0;24 298 897,00;443 363 041,00;0;24 298 897,00;9 356 598 993,00
2000044694;Direction des Grandes entreprises;DIW Alger centre;/;/;/;/;-;-;-;-;-;-;X;0;0;280 370 596,00;53 270 413,00;0;0;28 680 867,00;7 457 025,00;0;0;1 118 894 540,00;73 050 177,00;0;800 290 422,00;3 904 672 940,00;238 943 990,00;0;1 376 088 564,00;297 128 297,00;13 846 890,00;652 165 282,00;5 911 170,00;25 867 902,00;0;297 795 647,00;1 616 636,00;21 119 754,00;0;309 051 465,00;238 920 934,00;0;2;9 375 364 610,00
2000044965;Direction des Grandes entreprises;DIW Alger centre;/;/;/;/;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1 893 761 766,00;191 190 970,00;1 131 670,00;0;338 046,00;971 656 988,00;549 643 265,00;0;1 893 761 766,00;746 446 232,00;393 268 259,00;532 617 467,00;3 654 622,00;3 236 970,00;0;755 966 199,00;9 523 979,00;93 539 115,00;0;805 269 802,00;561 666 538,00;0;-;9 406 673 654,00
2000045118;Direction des Grandes entreprises;DIW Alger centre;/;/;/;/;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;1 005 035 146,00;2 393 634 026,00;0;516 572,00;36 611 705,00;3 134 255 629,00;276 388 898,00;0;1 005 035 146,00;254 379 600,00;0;407 673 114,00;135 345 179,00;5 801 282,00;0;274 876 948,00;21 327 862,00;76 423 688,00;0;248 120 790,00;194 957 126,00;9 090 782,00;-;9 479 473 493,00
2000045479;Direction des Grandes entreprises;DIW Blida;/;/;/;/;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;2 508 652 561,00;1 049 764 362,00;13 391 891,00;2 577 286,00;478 949 857,00;727 733 787,00;16 935 378,00;0;2 508 652 561,00;28 720 579,00;141 572 353,00;279 044 251,00;8 279 775,00;38 718 339,00;0;16 691 770,00;0;2 203 700,00;0;103 027 827,00;1 697 212 779,00;3 997 715,00;-;9 626 126 771,00
2000044665;Direction des Grandes entreprises;DIW Oran Est;/;/;/;/;-;-;-;-;-;-;X;0;0;309 211 481,00;58 750 181,39;0;0;0;0;0;2 279 605 935,00;13 300 864,00;65 363 700,00;0;175 897 079,00;1 474 239 139,00;248 966 700,00;220 000 000,00;2 279 605 935,00;305 012 570,00;4 188 811,00;1 686 674 371,00;24 063 798,00;7 237 556,00;0;305 436 881,00;460 497,00;33 642 465,00;0;309 211 481,00;227 364 911,00;0;0;9 660 272 693,00
2000046517;Direction des Grandes entreprises;DIW Alger centre;/;/;/;/;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;5 956 673 513,00;8 188 289 013,00;0;0;0;-4 193 444 527,00;-3 680 972 427,00;0;5 956 673 513,00;-4 573 066 983,00;566 432 176,00;4 721 188 971,00;32 722 906,00;410 264 586,00;0;-3 581 038 445,00;971 849 764,00;0;3 680 972 427,00;-4 861 567 562,00;134 291 950,00;0;0;9 729 268 875,00
2000045107;Direction des Grandes entreprises;DIW Médéa;/;/;/;/;-;-;-;-;-;-;-;0;0;0;0;0;0;22 733 803,00;5 910 788,78;0;3 144 130 523,00;123 370 472,00;12 369 894,00;0;89 146 944,00;6 074 999,00;26 861 930,00;0;3 144 616 058,00;41 431 984,00;0;2 911 259 233,00;8 557 232,00;32 887 767,00;0;37 190 546,00;0;25 000 000,00;0;22 733 803,00;117 319 770,00;0;0;9 742 951 155,00
2000044910;Direction des Grandes entreprises;DIW Ouargla;/;/;/;/;X;-;-;-;-;-;-;0;0;0;0;0;0;182 390 373,00;47 421 496,98;0;2 673 830 204,00;55 149 227,00;0;0;0;495 765 295,00;385 545 295,00;0;2 673 830 204,00;432 966 792,00;1 157 085,00;540 513 126,00;25 813 630,00;9 435 465,00;0;432 966 792,00;0;3 256 745,00;0;434 262 792,00;1 591 734 039,00;0;251 872 419,00;9 756 226 691,00
2000045661;Direction des Grandes entreprises;DIW Alger centre;/;/;/;/;-;-;-;-;-;X;-;0;0;0;0;0;0;652 768 869,00;169 719 906,00;0;2 014 719 384,00;216 312 692,00;27 158 945,00;19 550 460,00;31 315 034,00;1 091 242 914,00;362 582 635,00;400 000 000,00;2 014 719 384,00;731 865 752,00;9 131 462,00;819 902 926,00;32 193 341,00;25 892 350,00;0;594 187 409,00;85 499 827,00;292 814 741,00;0;652 768 869,00;341 403 455,00;0;0;9 763 261 580,00
2000044525;Direction des Grandes entreprises;DIW Alger centre;/;/;/;/;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1 938 330 949,00;2 481 029 884,00;126 611 585,00;2 219 795,00;199 513 556,00;356 204 187,00;43 956 447,00;0;1 938 330 950,00;214 484 955,00;295 561 554,00;1 444 329 632,00;2 765 793,00;41 967 207,00;0;87 718 554,00;1 880 350,00;129 287 945,00;0;238 759 893,00;237 725 012,00;0;-;9 780 678 248,00
2000045306;Direction des Grandes entreprises;DIW Alger centre;/;/;/;/;-;-;-;-;-;-;-;0;0;0;0;0;0;86 637 458,00;22 525 739,00;0;3 023 586 459,00;25 655 100,00;6 837 758,00;0;73 450 057,00;578 613 499,00;61 275 623,00;0;3 023 586 459,00;84 161 629,00;0;2 871 435 307,00;2 875 534,00;927 695,00;0;83 801 362,00;1 204 845,00;0;0;86 637 458,00;7 386 180,00;0;0;9 931 434 965,00
2000045745;Direction des Grandes entreprises;DIW Alger est;/;/;/;/;-;-;-;-;-;-;X;0;0;0;0;0;0;187 464 428,00;48 740 751,28;0;1 010 999 139,00;962 040 325,00;141 437 825,00;52 961 432,00;531 643 268,00;4 474 512 006,00;124 361 417,00;0;1 010 999 139,00;22 507 247,00;0;881 271 405,00;592 683,00;5 267 729,00;0;173 102 169,00;212 636 480,00;132 737 833,00;0;187 464 428,00;69 370 214,00;0;0;9 993 904 739,00
2000045576;Direction des Grandes entreprises;DIW Alger centre;/;/;/;/;-;-;-;-;-;-;X;0;0;76 812 184,00;14 594 314,96;0;0;0;0;0;2 218 508 829,00;67 918 959,00;6 280 671,00;61 608 192,00;219 587 238,00;2 641 029 026,00;113 365 414,00;30 510 000,00;2 218 508 829,00;85 517 652,00;0;1 790 002 371,00;38 819 669,00;23 931 173,00;0;120 132 205,00;35 008 945,00;43 036 435,00;0;76 812 184,00;258 901 104,00;3 501 306,00;0;10 052 980 202,00
2000045603;Direction des Grandes entreprises;DIW Boumerdès;/;/;/;/;X;-;-;-;-;-;-;0;0;143 625 725,00;27 288 887,75;0;0;0;0;0;2 773 585 055,00;143 555 699,00;0;0;1 126 775 282,00;330 000 000,00;116 336 837,00;0;2 773 585 055,00;143 625 725,00;12 671 866,00;2 212 751 869,00;0;42 772 692,00;0;143 625 725,00;0;0;0;143 625 725,00;250 419 747,00;0;0;10 213 331 277,00
2000049822;Direction des Grandes entreprises;DIW Alger centre;/;/;/;/;-;-;-;-;-;-;-;0;0;0;0;0;0;1 139 372 886,00;296 236 950,36;0;1 651 675 828,00;1 151 585 830,00;0;0;0;973 691 464,00;755 283 441,00;0;1 651 675 828,00;1 053 544 335,00;101 672 461,00;166 884 707,00;8 057 180,00;11 502 271,00;0;1 053 544 335,00;0;212 044 857,00;0;1 139 372 887,00;339 141 461,00;0;1;10 269 676 885,00
2000045527;Direction des Grandes entreprises;DIW Blida;/;/;/;/;-;-;-;-;-;-;X;0;0;14 256 485,00;2 708 732,15;0;0;5 887 059,00;1 530 635,34;0;3 250 699 865,00;71 310 641,00;0;0;78 859 787,00;211 852 683,00;66 352 502,00;0;3 250 699 865,00;70 591 870,00;0;2 948 373 478,00;6 891 183,00;37 961 767,00;0;70 591 870,00;0;0;0;20 143 544,00;207 384 279,00;0;0;10 291 713 334,00
2000045190;Direction des Grandes entreprises;DIW Jijel;/;/;/;/;-;-;-;-;-;-;-;0;0;0;0;14 097 063,00;3 242 324,49;0;0;0;1 985 638 622,00;3 753 979 672,00;0;0;0;721 482 538,00;30 608 262,00;0;1 884 151 924,00;47 664 300,00;24 648 808,00;1 774 113 457,00;0;7 005 033,00;0;33 850 586,00;0;0;0;14 097 063,00;73 239 013,00;0;0;10 350 479 278,00
2000045499;Direction des Grandes entreprises;DIW Alger est;/;/;/;/;-;-;-;-;-;-;X;0;0;0;0;0;0;0;0;10 000,00;1 370 862 552,00;851 291 540,00;16 188 318,00;0;911 574 245,00;5 133 280 990,00;-164 372 874,00;0;1 370 862 552,00;-132 395 543,00;22 344 236,00;1 103 689 287,00;8 516 768,00;19 204 468,00;0;-163 803 879,00;550 804,00;33 272 205,00;164 372 874,00;-375 035 739,00;267 870 071,00;0;0;10 438 272 875,00
2000044754;Direction des Grandes entreprises;DIW Oran Est;/;/;/;/;-;-;-;-;X;-;X;-;-;-;-;-;-;-;-;-;1 988 668 734,00;1 869 757 685,00;28 816 784,00;26 582 277,00;779 173 165,00;926 475 594,00;227 016 573,00;0;1 988 668 734,00;301 769 213,00;8 276 523,00;1 406 812 399,00;3 227 654,00;19 531 985,00;0;227 021 022,00;3 892 799,00;493 924 276,00;0;-15 895 893,00;161 131 400,00;0;-;10 444 850 924,00
2000045140;Direction des Grandes entreprises;DIW Annaba;/;/;/;/;-;-;-;-;-;-;X;0;0;-323 564 214,00;-61 477 200,66;0;0;0;0;10 000,00;2 460 405 060,00;1 629 029 114,00;10 000 000,00;36 733 183,00;508 957 354,00;1 203 382 580,00;-98 960 001,00;0;2 460 682 819,00;-47 581 563,00;0;2 174 009 228,00;20 360 903,00;141 982 744,00;0;-98 950 001,00;25 231 012,00;70 800 872,00;98 960 001,00;-323 564 214,00;237 635 081,00;0;0;10 509 114 172,00
2000045345;Direction des Grandes entreprises;DIW Sidi Bel Abbes;/;/;/;/;-;-;-;-;X;X;X;-;-;-;-;-;-;-;-;-;2 143 473 717,00;822 532 882,00;0;0;2 275 938 791,00;911 637 098,00;75 682 613,00;0;2 143 473 717,00;116 372 148,00;20 312 943,00;1 588 288 876,00;12 623 862,00;38 478 620,00;0;77 981 531,00;1 679 139,00;3 000 000,00;0;80 663 791,00;213 154 463,00;21 499 091,00;-;10 546 793 282,00
2000046387;Direction des Grandes entreprises;DIW Alger est;/;/;/;/;-;-;-;-;-;-;-;0;0;0;0;33 376 285,00;7 676 545,55;0;0;0;845 521 713,00;7 696 219 218,00;0;0;0;-24 078 425,00;23 766 182,00;0;845 521 713,00;65 880 061,00;257 369 169,00;767 157 495,00;0;1 007 703,00;0;31 442 728,00;0;47 455 796,00;0;33 376 285,00;0;0;0;10 590 639 638,00
2000044605;Direction des Grandes entreprises;DIW Alger est;/;/;/;/;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;1 617 461 147,00;3 296 707 583,00;583 744 957,00;2 601 495,00;557 288 319,00;1 061 366 713,00;8 263 168,00;3 220 000,00;1 617 461 147,00;99 210 407,00;5 375 845,00;390 722 123,00;7 556 497,00;15 414 143,00;0;24 370 263,00;0;172 685 842,00;0;-862 463,00;1 097 353 540,00;39 942 117,00;0;10 599 882 843,00
2000044717;Direction des Grandes entreprises;DIW Alger centre;/;/;/;/;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;635 836 031,00;481 320 127,00;90 473 239,00;74 088 943,00;357 389 460,00;1 442 551 952,00;-574 355 928,00;0;635 836 031,00;-857 543 546,00;962 286 391,00;3 873 417 175,00;276 170 301,00;98 171 668,00;0;-795 810 135,00;444 763 971,00;477 098,00;0;-288 604 365,00;3 705 987 770,00;63 180 091,00;0;10 625 636 274,00
2000044790;Direction des Grandes entreprises;DIW Alger centre;/;/;/;/;-;-;-;-;-;-;-;0;0;0;0;0;0;65 394 751,00;17 002 635,00;0;1 832 815 796,00;40 347 283,00;0;0;380 737 592,00;3 656 369 169,00;39 192 299,00;0;2 113 242 151,00;54 677 050,00;0;1 761 168 228,00;964 431,00;25 717 201,00;0;56 194 934,00;1 736 829,00;341 000 000,00;0;65 394 751,00;265 164 568,00;0;0;10 634 722 282,00
2000045461;Direction des Grandes entreprises;DIW Batna;/;/;/;/;-;-;-;-;-;X;-;0;0;0;0;0;0;0;0;10 000,00;1 439 316 863,00;1 226 895 345,00;267 259 690,00;539 074 633,00;3 664 705 684,00;981 593 209,00;-542 938 373,00;0;1 439 316 863,00;-728 974 605,00;119 056 820,00;598 615 108,00;7 787 872,00;14 721 755,00;0;-733 015 079,00;0;1 264 473 386,00;542 938 373,00;-733 015 079,00;1 353 345 651,00;0;0;10 721 158 116,00
2000045314;Direction des Grandes entreprises;DIW Alger centre;/;/;/;/;X;-;-;-;-;-;-;0;0;0;0;0;0;200 404 999,00;52 105 299,74;0;2 932 808 175,00;375 356 579,00;14 997 400,00;0;311 043 166,00;623 917 096,00;145 486 646,00;42 500 000,00;2 989 440 708,00;197 591 946,00;0;2 660 349 287,00;1 591 965,00;756 773,00;0;197 591 946,00;0;0;0;200 404 999,00;36 165 909,00;0;0;10 730 002 595,00
